index,comment_count,day_of_week,likes_followers_ratio,tags_value,object1,object1_l,object1_t,object1_r,object1_b,object2,object2_l,object2_t,object2_r,object2_b,object3,object3_l,object3_t,object3_r,object3_b,hour
538,13,2,0.021181102,0,0,0.214,0.042,0.924,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
539,26,1,0.033740157,0,0,0.606,0.22,0.949,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
540,9,1,0.013779528,0,0,0,0,0.905,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
541,7,7,0.017244094,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
542,9,5,0.018976378,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
543,4,5,0.017440945,0,2,0.211,0.7,0.275,0.736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
544,28,4,0.027322835,0,0,0.251,0.251,0.671,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
545,4,3,0.012755906,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
546,21,2,0.02988189,0,0,0.366,0.168,0.638,0.639,67,0.569,0.27,0.588,0.289,-1,-1,-1,-1,-1,21
547,15,1,0.022244094,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
548,9,7,0.018740157,0,0,0.438,0.176,0.719,0.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
549,2,7,0.01503937,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
550,7,4,0.013346457,0,0,0.42,0.55,0.482,0.635,0,0.249,0.19,1,1,0,0,0.174,0.461,0.99,18
551,6,3,0.019645669,0,0,0.512,0.561,0.869,0.932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
552,20,2,0.026692913,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
553,5,1,0.019566929,0,0,0.68,0.381,0.939,0.997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
554,3,7,0.016417323,0,0,0.489,0.163,0.865,0.962,0,0.118,0.152,0.516,1,26,0.144,0.331,0.313,0.853,20
555,8,6,0.017834646,0,0,0.137,0.063,0.864,0.975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
556,17,3,0.023897638,0,0,0.46,0.213,0.845,0.958,56,0.028,0.52,0.273,0.785,0,0.034,0.275,0.158,0.505,20
557,8,6,0.018858268,0,0,0.723,0.337,1,0.985,26,0.81,0.593,0.94,0.923,-1,-1,-1,-1,-1,20
558,12,4,0.020748031,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
559,1,4,0.014488189,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
560,22,2,0.022362205,0,0,0.594,0.298,0.916,0.886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
561,4,1,0.013188976,0,0,0.1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
562,9,7,0.021496063,0,0,0.032,0,0.663,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
563,8,7,0.01511811,0,14,0.265,0.482,0.865,0.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
564,4,6,0.016220472,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
565,18,5,0.020826772,0,0,0.069,0.008,0.958,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
566,5,5,0.012834646,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
567,15,3,0.020748031,0,0,0.479,0.079,0.824,0.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
568,10,3,0.017559055,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
569,14,2,0.021023622,0,0,0.714,0.765,0.841,0.903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
570,7,2,0.018503937,0,37,0.482,0.54,0.553,0.981,37,0.404,0.505,0.484,0.978,37,0.265,0.538,0.353,1,11
571,11,1,0.022047244,0,0,0.333,0.032,0.707,0.864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
572,2,1,0.012165354,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
573,6,7,0.015669291,0,0,0.247,0.589,0.745,1,0,0.003,0.77,0.032,0.84,-1,-1,-1,-1,-1,19
574,15,5,0.023385827,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
575,38,3,0.028543307,0,0,0.275,0.046,0.966,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
576,17,2,0.023937008,0,0,0.112,0.374,0.879,0.992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
577,4,2,0.018385827,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
578,11,1,0.012519685,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
579,12,7,0.017165354,0,0,0.404,0.807,0.511,0.994,0,0.516,0.796,0.564,0.996,-1,-1,-1,-1,-1,22
580,2,7,0.012244094,0,0,0.18,0.314,0.817,1,0,0.537,0.11,1,1,0,0,0.155,0.4,0.984,13
581,1,5,0.016102362,0,0,0.737,0.232,0.893,0.952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
582,8,4,0.020708661,100000,0,0.455,0.671,0.603,0.926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
583,29,2,0.026141732,0,0,0.066,0.043,0.995,0.958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
584,3,1,0.015787402,600000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
585,22,7,0.026102362,0,0,0.101,0.06,0.467,0.954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
586,4,7,0.013976378,0,56,0.31,0.704,0.485,0.957,56,0.489,0.681,0.654,0.984,56,0.634,0.687,0.846,0.983,18
587,20,6,0.022086614,0,0,0.392,0.254,0.685,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
588,4,5,0.015433071,0,0,0.028,0.077,0.367,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
589,15,4,0.018070866,0,0,0.553,0.379,0.987,0.776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
590,10,4,0.012125984,0,0,0.529,0.161,0.991,0.987,0,0.323,0.233,0.583,1,0,0,0.073,0.38,1,18
591,16,3,0.018779528,0,0,0.436,0.213,0.758,1,67,0.584,0.411,0.646,0.522,-1,-1,-1,-1,-1,20
592,18,2,0.022480315,0,0,0.215,0.361,0.684,0.986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
593,7,7,0.013818898,0,40,0.674,0.103,0.997,0.679,40,0,0.082,0.253,0.704,39,0.413,0.034,0.67,0.647,22
594,15,7,0.024527559,0,0,0.458,0.254,0.766,0.981,56,0.182,0.522,0.397,0.866,56,0,0.524,0.198,0.872,18
595,7,6,0.016456693,0,0,0.308,0.017,0.776,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
596,5,3,0.015787402,0,0,0.787,0.763,0.831,0.969,37,0.735,0.789,0.885,0.917,0,0.412,0.282,0.421,0.302,19
597,20,2,0.017204724,0,0,0.061,0,0.782,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
598,6,2,0.01480315,0,0,0.132,0.411,0.448,0.996,58,0.555,0.823,0.687,0.935,-1,-1,-1,-1,-1,18
599,6,1,0.02019685,0,0,0.177,0.424,0.82,0.997,0,0.494,0.417,0.762,0.775,-1,-1,-1,-1,-1,18
600,14,7,0.014055118,0,9,0.689,0.116,0.872,0.857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
601,26,3,0.023897638,0,0,0.367,0.074,0.642,1,41,0.451,0.432,0.514,0.503,2,0,0.29,0.132,0.332,20
602,5,3,0.015669291,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
603,18,2,0.020472441,0,0,0.297,0.086,0.676,0.938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
604,4,1,0.013740157,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
605,14,7,0.021377953,0,0,0.414,0.396,0.582,0.799,2,0.001,0.241,0.06,0.58,-1,-1,-1,-1,-1,19
606,32,7,0.02019685,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
607,11,6,0.019606299,0,0,0.133,0.232,0.894,0.964,8,0.155,0.345,0.967,0.962,-1,-1,-1,-1,-1,18
608,5,4,0.018307087,0,0,0.255,0.308,0.397,0.52,0,0.017,0.237,0.171,0.555,0,0.291,0.321,0.588,0.981,20
609,6,2,0.018031496,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
610,5,2,0.010511811,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
611,6,1,0.017440945,0,0,0.271,0,0.93,0.997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
612,14,7,0.019370079,0,7,0.134,0.076,0.946,0.94,2,0.869,0.266,0.999,0.736,-1,-1,-1,-1,-1,18
613,23,4,0.020944882,0,0,0.202,0,0.898,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
614,16,1,0.023188976,0,0,0.277,0.158,0.533,0.989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
615,2,1,0.014133858,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
616,6,7,0.016259843,0,0,0.395,0.367,0.533,0.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
617,4,6,0.017125984,0,14,0.547,0.232,0.569,0.264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
618,18,5,0.019173228,0,28,0.063,0,0.929,0.981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
619,7,4,0.021929134,0,0,0.023,0.141,0.572,0.957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
620,13,4,0.01476378,0,0,0.071,0.003,0.936,0.998,58,0.145,0.178,0.248,0.268,-1,-1,-1,-1,-1,11
621,8,4,0.013267717,0,3,0.04,0.63,0.473,0.907,0,0.55,0.617,0.689,0.874,-1,-1,-1,-1,-1,9
622,30,3,0.018779528,0,0,0.121,0,0.98,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
623,17,2,0.017519685,0,0,0.022,0,0.969,0.983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
624,12,1,0.012322835,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
625,22,7,0.025314961,0,0,0,0,1,0.972,0,0.483,0.046,1,0.95,-1,-1,-1,-1,-1,21
626,7,7,0.016299213,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14
627,65,3,0.096259843,0,0,0.064,0.009,1,0.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
628,24,2,0.02492126,0,0,0.436,0.32,0.613,0.954,2,0.148,0.583,0.206,0.614,2,0.266,0.636,0.375,0.688,20
629,6,2,0.014251969,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
630,19,1,0.024330709,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
631,14,7,0.019448819,0,0,0.358,0.275,0.569,0.955,2,0.616,0.456,0.676,0.489,2,0.714,0.433,0.836,0.488,19
632,21,5,0.021850394,0,0,0.243,0.208,0.778,0.975,2,0.185,0.56,0.305,0.635,-1,-1,-1,-1,-1,21
633,15,4,0.018464567,0,0,0.335,0.632,0.686,1,0,0.001,0.696,0.088,0.914,0,0.286,0.472,0.419,0.716,19
634,36,3,0.024133858,0,0,0.183,0.02,0.812,0.996,56,0.005,0.35,0.178,0.928,-1,-1,-1,-1,-1,20
635,6,1,0.010551181,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
636,12,1,0.013622047,0,41,0.168,0.164,0.438,0.434,44,0.139,0.384,0.444,0.533,-1,-1,-1,-1,-1,7
637,10,7,0.018070866,0,0,0.362,0.36,0.887,0.99,8,0.3,0.372,0.314,0.382,-1,-1,-1,-1,-1,21
638,11,7,0.012637795,0,7,0.543,0.271,0.593,0.326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
639,15,5,0.021102362,0,0,0.335,0.041,0.866,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
640,16,4,0.02,0,0,0.3,0,0.801,0.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
641,23,3,0.022362205,0,0,0.088,0,0.985,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
642,8,2,0.016771654,0,0,0,0,0.468,0.702,71,0.338,0.628,0.754,0.726,-1,-1,-1,-1,-1,21
643,4,1,0.012913386,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
644,15,7,0.025748031,0,0,0.015,0.016,0.967,0.987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
645,5,5,0.014055118,0,0,0.677,0.26,0.93,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
646,4,4,0.014212598,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
647,12,4,0.015472441,0,0,0,0.229,1,0.884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
648,14,3,0.019055118,0,0,0.149,0.116,0.773,0.955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
649,15,3,0.011732283,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
650,11,2,0.019685039,0,0,0.176,0.009,0.821,0.676,0,0.341,0.013,0.971,0.991,-1,-1,-1,-1,-1,19
651,15,1,0.021850394,0,0,0.484,0.388,0.739,0.715,56,0.569,0.69,0.889,0.983,-1,-1,-1,-1,-1,20
652,8,7,0.016771654,0,0,0.65,0.551,0.821,0.943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
653,4,7,0.015708661,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
654,13,5,0.016574803,0,0,0.004,0,0.807,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
655,6,3,0.016614173,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
656,11,3,0.015472441,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
657,9,2,0.018937008,0,0,0.3,0.034,0.733,0.758,13,0.265,0.049,0.757,0.66,-1,-1,-1,-1,-1,20
658,12,1,0.018976378,0,0,0.337,0.147,0.586,0.963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
659,15,5,0.022913386,0,0,0.148,0.11,0.475,0.998,2,0.024,0.361,0.148,0.443,5,0.069,0.04,0.93,0.851,20
660,24,4,0.029291339,0,0,0.141,0,0.862,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
661,1,4,0.011968504,0,0,0.008,0.41,0.241,1,0,0.866,0.307,0.997,0.787,0,0.663,0.386,0.749,0.741,9
662,11,2,0.011417323,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
663,1,7,0.012677165,0,3,0.514,0.774,0.573,0.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
664,20,7,0.022322835,0,0,0.252,0.139,0.659,0.979,2,0.533,0.209,0.741,0.463,57,0.664,0.494,1,0.943,17
665,18,6,0.018307087,0,0,0.36,0.252,0.722,0.995,13,0.82,0.434,0.991,0.527,-1,-1,-1,-1,-1,21
666,12,3,0.021811024,0,0,0.535,0.462,0.654,0.974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
667,6,1,0.014645669,0,0,0.913,0.634,0.924,0.674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
668,21,7,0.022559055,0,0,0.17,0.475,0.407,0.867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
669,3,6,0.015,0,0,0.574,0.469,0.63,0.722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
670,34,3,0.035551181,0,0,0.058,0.06,0.788,0.996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
671,10,1,0.020433071,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
672,20,6,0.020551181,0,0,0.298,0.263,0.795,0.977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
673,4,2,0.014370079,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
674,4,2,0.016968504,0,0,0.221,0.052,0.55,0.958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
675,14,1,0.008267717,0,0,0.295,0.321,0.602,1,0,0.084,0,0.249,0.511,0,0.463,0,0.96,1,22
676,15,7,0.019685039,0,0,0.526,0.741,0.593,0.952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
677,15,6,0.016181102,0,0,0.336,0.016,0.497,0.943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
678,5,4,0.016259843,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
679,6,4,0.012047244,0,0,0.001,0.256,0.366,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
680,15,3,0.015984252,0,0,0.283,0.071,0.715,0.995,2,0.044,0.071,0.762,0.841,24,0.363,0.278,0.652,0.525,8
681,9,2,0.016811024,0,0,0.369,0.436,0.533,0.812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
682,1,2,0.007165354,0,39,0.821,0.744,0.881,0.961,39,0.885,0.759,0.955,0.957,39,0.966,0.739,1,0.979,15
683,5,1,0.014133858,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
684,6,1,0.010511811,0,41,0.393,0.634,0.877,1,45,0.004,0.443,0.475,0.804,41,0.009,0.459,0.476,0.815,8
685,5,7,0.012716535,0,0,0.328,0.068,0.788,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
686,8,6,0.014133858,0,0,0.38,0.138,0.636,0.973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
687,13,5,0.017952756,0,0,0.239,0.823,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
688,4,4,0.015669291,0,0,0.577,0.512,0.966,0.907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22
689,14,3,0.017637795,0,0,0.294,0.223,1,0.989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
690,3,3,0.011968504,0,0,0.416,0.445,0.554,0.955,59,0.025,0.761,1,0.961,-1,-1,-1,-1,-1,10
691,5,2,0.012874016,0,3,0,0.139,1,0.879,1,0.087,0.285,0.983,0.902,-1,-1,-1,-1,-1,20
692,10,1,0.01488189,0,0,0.799,0.596,0.93,0.809,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
693,13,7,0.014724409,0,0,0.53,0.638,0.71,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
694,17,5,0.013858268,0,0,0.126,0.251,0.707,0.959,0,0.778,0.34,0.9,0.543,0,0.053,0.344,0.171,0.565,22
695,3,4,0.009724409,0,0,0.537,0.774,0.562,0.88,0,0.672,0.826,0.686,0.872,-1,-1,-1,-1,-1,8
696,8,1,0.016456693,0,0,0.171,0,0.711,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
697,5,1,0.008897638,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
698,14,7,0.016732283,0,0,0.511,0.349,0.661,0.877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
699,7,6,0.018937008,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
700,2,5,0.011141732,0,2,0.966,0.832,0.979,0.851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
701,19,2,0.024645669,0,0,0.467,0.102,0.61,0.97,56,0.348,0.219,0.473,0.374,-1,-1,-1,-1,-1,19
702,14,7,0.024251969,0,0,0.348,0.138,0.58,0.995,28,0.3,0.602,0.423,0.9,26,0.298,0.589,0.421,0.87,20
703,6,7,0.011614173,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15
704,7,5,0.015511811,0,0,0.508,0.362,0.705,0.963,2,0.188,0.636,0.273,0.685,25,0.457,0.688,0.579,0.931,20
705,32,4,0.019409449,0,0,0.117,0,0.883,1,67,0.365,0.005,0.457,0.116,0,0.039,0,0.653,0.682,22
706,4,3,0.014133858,0,58,0.535,0.765,0.638,0.951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
707,15,1,0.022755906,0,0,0.237,0.321,0.52,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
708,3,1,0.012598425,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
709,14,7,0.017125984,0,0,0.322,0.332,0.478,0.856,73,0.199,0.23,0.21,0.306,73,0.63,0.312,0.66,0.437,18
710,3,5,0.011141732,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
711,20,5,0.015669291,0,0,0.655,0.187,0.827,0.985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
712,6,4,0.013937008,0,0,0.513,0.18,0.883,0.947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
713,8,2,0.016771654,0,0,0.405,0,0.708,0.989,26,0.366,0.535,0.492,0.699,-1,-1,-1,-1,-1,20
714,13,1,0.016771654,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
715,9,7,0.016220472,0,2,0.894,0.963,0.986,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
716,6,6,0.015393701,0,56,0.642,0.492,0.797,0.701,0,0.163,0.293,0.34,0.945,56,0.771,0.519,0.898,0.72,11
717,9,5,0.015551181,0,0,0.137,0.435,0.565,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
718,3,4,0.00992126,0,41,0.434,0.549,0.521,0.675,60,0,0.559,0.715,0.98,-1,-1,-1,-1,-1,8
719,28,2,0.017637795,0,0,0.016,0,0.797,1,0,0.64,0.201,0.973,0.985,-1,-1,-1,-1,-1,19
720,12,2,0.016417323,0,0,0.077,0,0.708,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
721,3,1,0.018503937,0,2,0.702,0.955,0.761,1,2,0.381,0.939,0.635,0.994,2,0.799,0.968,0.825,0.994,20
722,22,4,0.017244094,0,0,0.182,0.176,0.555,0.994,58,0.767,0.305,0.865,0.52,-1,-1,-1,-1,-1,19
723,45,3,0.026692913,0,0,0.059,0.406,0.615,1,0,0.102,0,0.985,1,0,0.531,0,0.895,1,19
724,5,1,0.015866142,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
725,7,7,0.018700787,0,0,0.215,0.436,0.663,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
726,2,7,0.010354331,0,0,0.388,0.373,0.562,0.971,0,0.324,0.434,0.372,0.583,0,0.357,0.43,0.415,0.589,11
727,8,5,0.021023622,0,0,0.467,0.342,0.71,0.991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
728,14,4,0.019448819,0,2,0.042,0.563,1,0.967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
729,3,2,0.01507874,0,14,0.434,0.473,0.455,0.501,0,0.663,0.535,0.777,0.993,14,0.103,0.498,0.123,0.524,19
730,2,1,0.013385827,0,0,0.348,0,0.976,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
731,28,7,0.020748031,0,0,0.678,0.281,0.752,0.623,32,0.751,0.034,0.791,0.07,-1,-1,-1,-1,-1,21
732,8,7,0.013622047,0,0,0.415,0.516,0.5,0.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
733,2,6,0.015,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
734,8,5,0.015472441,0,0,0.12,0.456,0.339,0.948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20
735,5,3,0.005511811,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
736,14,2,0.02011811,0,0,0.032,0.006,0.862,0.996,27,0.079,0.091,0.612,0.998,-1,-1,-1,-1,-1,21
737,4,2,0.010944882,0,0,0.195,0.131,0.592,0.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19
738,8,2,0.012362205,0,60,0,0,1,1,41,0.655,0.113,1,0.81,45,0.001,0.137,0.694,0.878,14
739,5,7,0.012598425,0,0,0.09,0,1,0.375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
740,3,6,0.013346457,0,0,0.638,0.406,0.791,0.906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
741,13,5,0.018149606,0,0,0.253,0.061,0.734,1,16,0.141,0.639,0.541,0.978,-1,-1,-1,-1,-1,22
742,6,4,0.014685039,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
743,26,3,0.01492126,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21
744,14,2,0.02511811,0,0,0.406,0.176,0.599,0.94,26,0.555,0.524,0.617,0.654,58,0.526,0.005,0.682,0.365,21
745,3,2,0.016181102,0,0,0.363,0.423,0.456,0.717,0,0.312,0.835,0.481,1,-1,-1,-1,-1,-1,19
746,2,1,0.011614173,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
747,8,1,0.011259843,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
748,1,7,0.007165354,0,0,0,0,0.398,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
749,4,7,0.017283465,0,2,0,0.346,0.066,0.401,5,0.014,0.141,0.977,0.956,-1,-1,-1,-1,-1,19
750,15,6,0.019212598,0,0,0.025,0.203,0.129,0.438,0,0.375,0.078,0.762,1,0,0.924,0.211,1,0.458,21
751,0,6,0.008110236,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
752,2,5,0.015629921,0,8,0.578,0.447,0.59,0.463,8,0.628,0.45,0.64,0.468,8,0.815,0.445,0.827,0.463,20
753,4,5,0.011377953,0,0,0.483,0.58,0.651,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
754,6,4,0.009291339,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23
755,2,3,0.01007874,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
